period,source,target,mode,route,flow_persons
早高峰,GYGY,T_2,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2,7.09
早高峰,GYGY,T_3,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N6 -> N5 -> T_3,8.66
早高峰,GYGY,T_4,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4,6.3
早高峰,GYGY,T_5,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_5,14.96
早高峰,GYGY,T_6,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> N44 -> T_6,26.78
早高峰,GYGY,T_8,p,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N42 -> T_8,18.11
早高峰,GYGY,T_9,p,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N49 -> N48 -> T_9,7.09
早高峰,GYGY,T_10,p,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N49 -> N48 -> T_9 -> N38 -> T_10,7.09
早高峰,GYGY,T_16,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16,12.15
早高峰,GYGY,T_7,b,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7,13.5
早高峰,GYGY,T_25,c,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N49 -> N48 -> T_25,4.05
早高峰,GYGY,T_1,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N27 -> N26 -> N25 -> T_1,3.83
早高峰,GYGY,T_2,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2,1.35
早高峰,GYGY,T_3,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N6 -> N5 -> T_3,2.03
早高峰,GYGY,T_4,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4,0.9
早高峰,GYGY,T_5,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_5,5.85
早高峰,GYGY,T_6,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> N44 -> T_6,4.5
早高峰,GYGY,T_8,c,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N42 -> T_8,8.1
早高峰,GYGY,T_9,c,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N49 -> N48 -> T_9,1.58
早高峰,GYGY,T_10,c,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N49 -> N48 -> T_25 -> N38 -> T_10,0.45
早高峰,GYGY,T_2,b,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2,8.66
早高峰,GYGY,T_3,b,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N6 -> N5 -> T_3,8.66
早高峰,GYGY,T_4,b,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4,6.19
早高峰,GYGY,T_5,b,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_5,33.41
早高峰,GYGY,T_4,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4,3.94
早高峰,TYGY,T_1,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N26 -> N25 -> T_1,13.46
早高峰,TYGY,T_2,c,TYGY -> N4 -> T_4 -> N14 -> T_2,15.5
早高峰,TYGY,T_5,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> T_5,15.5
早高峰,GYGY,T_2,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2,0.68
早高峰,GYGY,T_3,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N6 -> N5 -> T_3,2.7
早高峰,GYGY,T_4,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4,0.9
早高峰,GYGY,T_5,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_5,3.15
早高峰,TYGY,T_16,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16,638.82
早高峰,TYGY,T_25,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_25,109.4
早高峰,TYGY,T_16,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16,228.15
早高峰,TYGY,T_25,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_25,81.9
早高峰,TYGY,T_1,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N26 -> N25 -> T_1,188.37
早高峰,TYGY,T_2,p,TYGY -> N4 -> T_4 -> N14 -> T_2,212.94
早高峰,TYGY,T_5,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> T_5,212.94
早高峰,TYGY,T_6,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> N44 -> T_6,45.05
早高峰,TYGY,T_7,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7,90.09
早高峰,TYGY,T_8,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8,80.44
早高峰,TYGY,T_9,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9,70.79
早高峰,TYGY,T_10,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9 -> N38 -> T_10,54.7
早高峰,TYGY,T_6,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> N44 -> T_6,26.62
早高峰,TYGY,T_7,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7,51.19
早高峰,TYGY,T_8,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8,30.71
早高峰,TYGY,T_9,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9,36.85
早高峰,TYGY,T_10,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9 -> N38 -> T_10,32.76
早高峰,TYGY,T_1,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N26 -> N25 -> T_1,65.81
早高峰,TYGY,T_2,b,TYGY -> N4 -> T_4 -> N14 -> T_2,76.05
早高峰,TYGY,T_5,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> T_5,76.05
早高峰,TYGY,T_25,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_25,18.72
早高峰,TYGY,T_16,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16,45.63
早高峰,GYGY,T_5,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_5,6.3
早高峰,TYGY,T_6,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> N44 -> T_6,7.61
早高峰,TYGY,T_7,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7,13.46
早高峰,TYGY,T_8,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8,9.95
早高峰,TYGY,T_9,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9,10.53
早高峰,TYGY,T_10,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9 -> N38 -> T_10,8.78
早高峰,GYGY,T_10,c,GYGY -> N61 -> N33 -> N46 -> T_7 -> N49 -> N48 -> T_25 -> N38 -> T_10,0.23
早高峰,GYGY,T_9,b,GYGY -> N61 -> N33 -> N46 -> N47 -> T_9,39.6
早高峰,GYGY,T_10,b,GYGY -> N61 -> N60 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_10,39.6
早高峰,GYGY,T_9,p,GYGY -> N61 -> N33 -> N46 -> N47 -> T_9,12.6
早高峰,GYGY,T_10,p,GYGY -> N61 -> N60 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_10,13.39
早高峰,GYGY,T_9,c,GYGY -> N61 -> N33 -> N46 -> N47 -> T_9,6.75
早高峰,GYGY,T_10,c,GYGY -> N61 -> N60 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_10,6.97
早高峰,TYGY,T_6,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N26 -> N25 -> T_1 -> N18 -> N45 -> T_6,65.52
早高峰,TYGY,T_9,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9,6.14
早高峰,TYGY,T_10,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9 -> N38 -> T_10,2.05
早高峰,GYGY,T_9,p,GYGY -> N61 -> N60 -> N33 -> N46 -> N47 -> T_9,18.9
早高峰,GYGY,T_10,p,GYGY -> N61 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_10,18.11
早高峰,TYGY,T_6,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N26 -> N25 -> T_1 -> N18 -> N45 -> T_6,18.72
早高峰,TYGY,T_7,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7,6.44
早高峰,XYGY,T_7,c,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7,1.1
早高峰,TYGY,T_6,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N27 -> N26 -> N25 -> T_1 -> N18 -> N45 -> T_6,102.96
早高峰,TYGY,T_8,p,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8,14.33
早高峰,XYGY,T_1,p,XYGY -> N12 -> N11 -> N15 -> T_2 -> N27 -> N26 -> N25 -> T_1,30.87
早高峰,XYGY,T_2,b,XYGY -> N12 -> N11 -> N15 -> T_2,29.14
早高峰,XYGY,T_3,b,XYGY -> N12 -> N11 -> N15 -> T_2 -> N6 -> N5 -> T_3,20.48
早高峰,XYGY,T_4,b,XYGY -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,18.11
早高峰,TYGY,T_8,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8,1.76
早高峰,TYGY,T_9,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9,1.17
早高峰,TYGY,T_10,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9 -> N38 -> T_10,0.59
早高峰,XYGY,T_1,c,XYGY -> N12 -> N11 -> N15 -> T_2 -> N27 -> N26 -> N25 -> T_1,8.82
早高峰,XYGY,T_10,c,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9 -> N38 -> T_10,0.32
早高峰,XYGY,T_2,c,XYGY -> N12 -> N11 -> N15 -> T_2,5.83
早高峰,XYGY,T_3,c,XYGY -> N12 -> N11 -> N15 -> T_2 -> N6 -> N5 -> T_3,4.1
早高峰,XYGY,T_4,c,XYGY -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,3.62
早高峰,XYGY,T_8,c,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8,0.94
早高峰,XYGY,T_2,p,XYGY -> N12 -> N11 -> N15 -> T_2,81.58
早高峰,XYGY,T_3,p,XYGY -> N12 -> N11 -> N15 -> T_2 -> N6 -> N5 -> T_3,55.12
早高峰,XYGY,T_4,p,XYGY -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,48.51
早高峰,XYGY,T_1,b,XYGY -> N12 -> N11 -> N15 -> T_2 -> N27 -> N26 -> N25 -> T_1,48.51
早高峰,GYGY,T_1,b,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> N44 -> T_6 -> N45 -> N18 -> T_1,34.65
早高峰,TYGY,T_25,c,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_25,2.34
早高峰,GYGY,T_1,p,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> N44 -> T_6 -> N45 -> N18 -> T_1,22.84
早高峰,GYGY,T_1,c,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> N44 -> T_6 -> N45 -> N18 -> T_1,2.7
早高峰,GYGY,T_9,c,GYGY -> N61 -> N60 -> N33 -> N46 -> N47 -> T_9,2.25
早高峰,GYGY,T_10,c,GYGY -> N61 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_10,2.03
早高峰,GYGY,T_1,b,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> N44 -> T_6 -> N45 -> N18 -> T_1,11.14
早高峰,TYGY,T_8,c,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8,9.36
早高峰,TYGY,T_9,c,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9,8.78
早高峰,TYGY,T_10,c,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9 -> N38 -> T_10,0.59
早高峰,GYGY,T_1,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> N44 -> T_6 -> N45 -> N18 -> T_1,5.62
早高峰,CYGY,T_25,c,CYGY -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,2.83
早高峰,CYGY,T_10,c,CYGY -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,2.56
早高峰,TYGY,T_25,b,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,96.53
早高峰,TYGY,T_25,p,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,49.14
早高峰,XYGY,T_25,b,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,69.3
早高峰,TYGY,T_7,b,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7,48.26
早高峰,TYGY,T_8,b,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8,57.92
早高峰,TYGY,T_9,b,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9,51.48
早高峰,TYGY,T_10,b,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,54.7
早高峰,GYGY,T_25,b,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,39.6
早高峰,XYGY,T_25,p,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,48.51
早高峰,TYGY,T_7,p,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7,28.66
早高峰,TYGY,T_8,p,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8,28.66
早高峰,TYGY,T_9,p,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N49 -> N48 -> T_9,30.71
早高峰,TYGY,T_10,p,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,30.71
早高峰,CYGY,T_25,p,CYGY -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,39.69
早高峰,XYGY,T_10,b,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,32.92
早高峰,GYGY,T_25,p,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,26.77
早高峰,TYGY,T_25,c,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,15.21
早高峰,XYGY,T_10,p,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,17.64
早高峰,CYGY,T_10,b,CYGY -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,14.85
早高峰,CYGY,T_25,b,CYGY -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,14.18
早高峰,XYGY,T_25,c,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,12.6
早高峰,TYGY,T_7,c,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7,6.44
早高峰,TYGY,T_10,c,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,7.02
早高峰,CYGY,T_10,p,CYGY -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,9.92
早高峰,GYGY,T_25,c,GYGY -> N61 -> N60 -> N33 -> N46 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,4.5
早高峰,XYGY,T_10,c,XYGY -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,5.67
早高峰,XYGY,T_16,c,XYGY -> N12 -> N11 -> N15 -> T_16,16.07
早高峰,XYGY,T_16,p,XYGY -> N12 -> N11 -> N15 -> T_16,218.3
早高峰,XYGY,T_16,b,XYGY -> N12 -> N11 -> N15 -> T_16,77.96
早高峰,TYGY,T_25,c,TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,2.34
早高峰,XYGY,T_10,p,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25 -> N38 -> T_10,4.41
早高峰,XYGY,T_25,c,XYGY -> N12 -> XYST -> N28 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,0.63
早高峰,GYGY,T_25,c,GYGY -> N61 -> N33 -> N46 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,4.95
早高峰,GYGY,T_25,b,GYGY -> N61 -> N33 -> N46 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,7.43
早高峰,GYGY,T_25,p,GYGY -> N61 -> N33 -> N46 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,4.72
早高峰,GYGY,T_9,b,GYGY -> N61 -> N60 -> N33 -> N46 -> N47 -> T_9,9.9
早高峰,GYGY,T_10,b,GYGY -> N61 -> N33 -> N46 -> N47 -> T_9 -> N38 -> T_10,9.9
早高峰,GYGY,T_1,p,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> N44 -> T_6 -> N45 -> N18 -> T_1,6.3
早高峰,GYGY,T_4,c,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,0.45
早高峰,CYGY,T_1,c,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N27 -> N26 -> N25 -> T_1,1.21
早高峰,CYGY,T_2,c,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2,2.09
早高峰,CYGY,T_3,c,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N6 -> N5 -> T_3,1.35
早高峰,CYGY,T_4,c,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,1.15
早高峰,GYGY,T_2,b,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2,29.7
早高峰,GYGY,T_3,b,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N6 -> N5 -> T_3,21.04
早高峰,GYGY,T_4,b,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,9.9
早高峰,CYGY,T_2,p,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2,29.3
早高峰,CYGY,T_3,p,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N6 -> N5 -> T_3,17.96
早高峰,CYGY,T_4,p,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,15.12
早高峰,GYGY,T_2,p,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N15 -> T_2,18.9
早高峰,GYGY,T_3,p,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N6 -> N5 -> T_3,9.45
早高峰,GYGY,T_4,p,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,2.36
早高峰,CYGY,T_1,b,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N27 -> N26 -> N25 -> T_1,5.94
早高峰,CYGY,T_1,p,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N27 -> N26 -> N25 -> T_1,3.78
早高峰,CYGY,T_2,b,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2,10.13
早高峰,CYGY,T_3,b,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N6 -> N5 -> T_3,6.41
早高峰,CYGY,T_4,b,CYGY -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,5.4
早高峰,GYGY,T_2,c,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2,1.35
早高峰,GYGY,T_3,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N6 -> N5 -> T_3,1.12
早高峰,GYGY,T_4,c,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,2.48
早高峰,TYGY,T_25,b,TYGY -> N4 -> T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N32 -> T_7 -> N42 -> T_8 -> N40 -> N39 -> T_25,38.61
早高峰,GYGY,T_4,b,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,7.42
早高峰,GYGY,T_4,p,GYGY -> N61 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,8.66
早高峰,GYGY,T_2,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2,0.9
早高峰,GYGY,T_3,c,GYGY -> N61 -> N33 -> N31 -> GYST -> N28 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N6 -> N5 -> T_3,0.68
早高峰,GYGY,T_4,c,GYGY -> N61 -> N60 -> N33 -> N31 -> GYST -> N29 -> XYST -> N12 -> N11 -> N15 -> T_2 -> N14 -> T_4,0.68
早高峰,XYGY,T_5,c,XYGY -> N12 -> N11 -> N15 -> T_16 -> N16 -> T_5,4.73
